document,file,line,kind,numbers,numeric_matches,text
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/06_structural_results.tex,45,scientific prose/table/caption,0.173 | 0.749,"{""0.173"": [""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""main_4/outputs/ultimate_load_refocus/residual_refinement/model_comparison.csv | main_4/outputs/ultimate_load_refocus/residual_refinement/best_model.csv"", ""report_v2/evidence/paired_diagnostics.json"", ""report_v2/tables/paired_specimen_errors.csv""], ""0.749"": [""main_4/outputs/ultimate_load_refocus/residual_refinement/model_comparison.csv | main_4/outputs/ultimate_load_refocus/residual_refinement/best_model.csv""]}","A specimen-summary refinement tests whether corrosion summaries can correct metadata-prediction residuals within mesh families. Its selected pipeline applies no residual correction: stage-one Ridge alone gives mean MAE approximately 0.173\,kN and mean Spearman 0.749. The attempted correction models do not improve that baseline in the saved comparison. This is a separate corroborating analysis within the same dataset, not external validation."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/07_proxy_status.tex,16,scientific prose/table/caption,48 | 27 | 21,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""], ""27"": [""main_4/outputs/models/degradation/degradation_best_fits.csv""], ""21"": [""main_4/outputs/models/degradation/degradation_best_fits.csv""]}","The refined curve-selection output contains 48 fits: 27 linear and 21 monotone-isotonic. Smoothness or monotonicity is a modelling constraint, not evidence that the inferred path reproduces the specimen's actual hidden degradation. The structural models were refitted on available structural data before generating these trajectories; the saved degradation inputs are not fully out-of-fold structural predictions."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/07_proxy_status.tex,18,scientific prose/table/caption,144 | 0.20 | 0.30 | 0.40 | 365 | 45 | 97,"{""0.20"": [""main_4/outputs/models/hidden_damage/best_models.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv""], ""0.30"": [""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""report_v2/tables/mesh_capacity.csv"", ""report_v2/tables/paired_specimen_errors.csv""], ""0.40"": [""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""report_v2/tables/threshold_status.csv"", ""report_v2/tables/threshold_summary.csv""], ""45"": [""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""report_v2/tables/split_checks.csv""], ""97"": [""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv""]}","Table~\ref{tab:thresholds} reports the status of all 144 specimen--threshold combinations for wire-area-loss thresholds 0.20, 0.30, and 0.40 and a 365-day projection horizon. There are zero future crossings at every threshold. Across threshold combinations, 45 are already crossed at baseline, two cross during observation, and 97 do not cross within the horizon. These counts are combinations, not counts of distinct specimens across all thresholds."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/07_proxy_status.tex,20,scientific prose/table/caption,48 | 365,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","\caption{Threshold status of model-derived wire-area-loss trajectories for 48 specimens per threshold. Values are counts, not measured failures. Thresholds are fractions expressed here as percentages. ``Not crossed'' means within the configured 365-day projection horizon; the term does not imply a validated survival observation. Future crossing count is zero at all thresholds.}\label{tab:thresholds}"
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/07_proxy_status.tex,23,scientific prose/table/caption,48 | 365,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","\fig{threshold_status}{1}{Refined threshold-status distribution from estimated wire-area-loss trajectories. Each horizontal bar contains 48 specimens at one exploratory threshold. Crossings already present at baseline and during observation are retained, while no crossing is forecast after the last observation within the 365-day horizon. Grey cases do not cross within that model horizon. These are downstream model statuses, not observed structural failures or calibrated survival outcomes.}{fig:thresholds}"
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/09_limitations.tex,5,scientific prose/table/caption,48,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","There are only 48 independent specimens and two campaigns. Repeated photographs improve the visual record but do not increase the structural sample size. Mesh, chloride, and terminal duration are aligned with campaign, preventing identification of their separate effects in the pooled data. Treatment variation remains, but small and uneven groups further restrict transfer evaluation."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/09_limitations.tex,17,scientific prose/table/caption,2,"{""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}","Per-family model selection and reporting use the same evaluation folds. No untouched external confirmation set validates the selected structural pipeline. Fold standard deviations describe variation over dependent splits; they are not sampling confidence intervals. Small within-mesh test sets make $R^2$ and rank correlation unstable, and a mean over folds can hide asymmetric campaign or treatment failures."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/09_limitations.tex,19,scientific prose/table/caption,2,"{""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}","A negative mean $R^2$ is evidence of poor performance under that score and partitioning, not a theorem that every prediction is useless. Conversely, moderate pooled MAE does not establish calibration, useful ranking within a subgroup, or adequate performance for a structural decision."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/10_status_conclusions.tex,8,scientific prose/table/caption,48,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","\caption{Prepared four-class total-rust manifests. Counts come from the actual retained manifests, not the larger global augmentation inventory. All 48 specimens are assigned to disjoint splits; validation and test contain originals only. These are data-preparation counts and imply no classification performance.}\label{tab:classsplits}"
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/10_status_conclusions.tex,11,scientific prose/table/caption,3 | 846 | 38 | 641 | 3 | 205 | 75 | 3 | 996,"{""3"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/hidden_damage/best_models.csv""], ""38"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main_3/outputs/canonical_dataset.csv"", ""report_v2/evidence/paired_diagnostics.json"", ""report_v2/tables/classification_splits.csv"", ""report_v2/tables/split_checks.csv""], ""641"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""report_v2/tables/classification_splits.csv""], ""75"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""report_v2/tables/classification_splits.csv""]}","The training set contains 3,846 images from 38 specimens, comprising 641 originals and 3,205 augmented copies. Validation and test each contain 75 original images from five specimens. These numbers differ from the complete offline augmentation inventory because transformed copies from held-out specimens are excluded from training. The final retained manifests contain 3,996 images in total."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/11_reproducibility.tex,26,scientific prose/table/caption,11 | 11 | 41 | 36 | 88,"{""11"": [""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""main_4/outputs/ultimate_load_refocus/residual_refinement/model_comparison.csv | main_4/outputs/ultimate_load_refocus/residual_refinement/best_model.csv""], ""41"": [""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""report_v2/tables/loco_capacity.csv""], ""36"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv""], ""88"": [""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""report_v2/tables/loco_capacity.csv""]}","The focused capacity metadata list contains campaign, series, treatment group, treatment protocol, coarse treatment, coarse treatment label, mesh count, chloride concentration, cover, observation week, and ageing days. These are 11 input columns before encoding, not necessarily 11 dimensions after one-hot encoding. RGB and HSV families contain 41 and 36 input columns, respectively. The combined metadata+RGB+HSV input contains 88 columns before encoding. These counts are taken from the saved feature-family comparison, not inferred from the number of displayed importances."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/11_reproducibility.tex,30,scientific prose/table/caption,42,"{""42"": [""report_v2/tables/split_checks.csv""]}","Saved configurations specify a random seed of 42 for the focused experiments, two repetitions of five folds, and mesh stratification in the pooled case. The original model families include tree ensembles and Ridge. Some numeric configuration fields are currently corrupted, so this appendix does not silently substitute guessed historical hyperparameter values. The saved results and exact current files are hashed in the verification tables. Historical training duration and complete environment metadata are not consistently available; the report does not invent them."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/11_reproducibility.tex,34,scientific prose/table/caption,43,"{""43"": [""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""report_v2/tables/post_onset_capacity.csv"", ""report_v2/tables/threshold_status.csv"", ""report_v2/tables/threshold_summary.csv""]}",\caption{Selected post-onset configurations for 43 terminal specimens over ten grouped folds. MAE and sample SD are in kN; other columns are mean fold metrics. Input/model selection is exploratory and shares the evaluation folds.}\label{tab:postfull}
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/11_reproducibility.tex,38,scientific prose/table/caption,24 | 2,"{""24"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""report_v2/tables/campaign_design.csv"", ""report_v2/tables/correlations_recomputed.csv""], ""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}","\caption{All selected within-mesh feature families, with 24 terminal specimens per mesh group and ten grouped folds per analysis. MAE is in kN. Every row has negative mean test $R^2$; Spearman varies and is not uniformly null. Model choices differ by feature family.}\label{tab:meshfull}"
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/11_reproducibility.tex,44,scientific prose/table/caption,168,"{""168"": [""main_4/configs/specimen_mapping.yaml | main_4/outputs/data/master_table.csv""]}","PyYAML parses the unquoted value \texttt{NO} as boolean false for ten no-treatment specimens. The saved coarse-treatment field contains the string \texttt{False} for 168 rows, while the raw treatment field retains \texttt{NO}. The report uses intended treatment semantics when describing the experiment, without modifying the historical modelling artifacts."
report_v2/article/article.tex,report_v2/article/article.tex,14,scientific prose/table/caption,48 | 791 | 0.173 | 0.046 | 2,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""], ""791"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""0.173"": [""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""main_4/outputs/ultimate_load_refocus/residual_refinement/model_comparison.csv | main_4/outputs/ultimate_load_refocus/residual_refinement/best_model.csv"", ""report_v2/evidence/paired_diagnostics.json"", ""report_v2/tables/paired_specimen_errors.csv""], ""0.046"": [""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""report_v2/tables/loco_capacity.csv""], ""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}","An accurate visual corrosion model need not provide a transferable estimate of structural capacity. This study examines that boundary using saved experiments on 48 ferrocement specimens from two campaigns. The aligned photographic record contains 791 observations, while wire-area loss and ultimate load are each measured once per specimen at terminal testing. Campaign identity coincides with mesh configuration, chloride concentration, and terminal exposure. A focused terminal-load comparison uses specimen-disjoint, repeated five-fold evaluation and image-only, metadata-only, and combined feature families. Metadata-only Ridge achieves mean terminal-test MAE of 0.173\,kN with fold standard deviation 0.046\,kN. The tested image descriptors do not establish a reliable pooled improvement. A post-onset subset yields a limited MAE gain for a combined model without uniformly better rank correlation. Every selected feature-family model has negative mean test $R^2$ within each mesh group. Campaign exclusion provides a severe extrapolation stress test rather than a representative estimate of deployment error. The contribution is a bounded empirical account of how supervision, metadata controls, and evaluation regime constrain structural claims from images. Model-derived threshold analysis is not validated remaining-life prediction, and no performance result exists for the separate prepared four-class classifier."
report_v2/article/article.tex,report_v2/article/article.tex,38,scientific prose/table/caption,791 | 48 | 792 | 15 | 18,"{""791"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""], ""792"": [""Data/Images_dataset.zip"", ""main_2/reports/predictions_best_model.csv"", ""main_4/outputs/audit/verified_facts.json"", ""report_v2/evidence/paired_diagnostics.json""], ""15"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""report_v2/tables/interpretable_regime_winners.csv"", ""report_v2/tables/threshold_status.csv"", ""report_v2/tables/threshold_summary.csv""], ""18"": [""main_4/outputs/data/master_table.csv"", ""report_v2/tables/interpretable_regime_winners.csv""]}","The aligned basis consists of 791 readable photographs from 48 specimens. One of the 792 raw PNG files is unreadable, independently confirmed from the local archive. Each specimen has 15--18 retained photographs. Visible total-rust and peak-rust labels are available repeatedly, but each structural endpoint---wire-area loss and ultimate load---is measured only at the terminal observation."
report_v2/article/article.tex,report_v2/article/article.tex,40,scientific prose/table/caption,24 | 3.5 | 28 | 5.0 | 36,"{""24"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""report_v2/tables/campaign_design.csv"", ""report_v2/tables/correlations_recomputed.csv""], ""3.5"": [""main_4/outputs/data/master_table.csv"", ""report_v2/tables/campaign_design.csv""], ""28"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/residual_refinement/model_comparison.csv | main_4/outputs/ultimate_load_refocus/residual_refinement/best_model.csv"", ""report_v2/tables/campaign_design.csv""], ""5.0"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""report_v2/evidence/paired_diagnostics.json"", ""report_v2/tables/campaign_design.csv""], ""36"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv""]}","There are 24 specimens per campaign. One campaign uses seven mesh layers, 3.5\% NaCl, and terminal week 28; the other uses four mesh layers, 5.0\% NaCl, and terminal week 36. Treatment protocols vary within the campaigns. Thus the dataset has two jointly observed campaign-level combinations of the principal design/exposure variables, with no crossed combinations that isolate their separate effects."
report_v2/article/article.tex,report_v2/article/article.tex,57,scientific prose/table/caption,48 | 2,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""], ""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}","The main analysis uses two repetitions of five specimen folds, stratified by mesh for the pooled experiment. All 48 specimens are tested in each repetition; individual terminal test folds contain nine or ten specimens. Tables report arithmetic mean fold MAE, $R^2$, and Spearman correlation, with sample fold SD where shown. Repeated folds share specimens and training data, so SD is descriptive and is not a confidence interval on deployment error."
report_v2/article/article.tex,report_v2/article/article.tex,59,scientific prose/table/caption,24,"{""24"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""report_v2/tables/campaign_design.csv"", ""report_v2/tables/correlations_recomputed.csv""]}","Within-mesh analyses repeat the comparison separately for the 24 specimens in each mesh group. Campaign exclusion trains on one campaign and tests on the other, giving two directions. Because the withheld campaign also changes mesh, chloride, and duration, leave-one-campaign-out (LOCO) is an extrapolation stress test."
report_v2/article/article.tex,report_v2/article/article.tex,61,scientific prose/table/caption,0.5 | 43,"{""0.5"": [""main_2/reports/model_comparison.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv""], ""43"": [""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""report_v2/tables/post_onset_capacity.csv"", ""report_v2/tables/threshold_status.csv"", ""report_v2/tables/threshold_summary.csv""]}","A post-onset sensitivity analysis retains observations at and after the first total-rust label of at least 0.5\%, leaving 43 terminal specimens. This is a pragmatic cutoff rather than a universal visibility threshold; later observations are retained even if their recorded rust falls below it. A separate specimen-summary experiment tests residual correction of metadata predictions using corrosion summaries within mesh groups."
report_v2/article/article.tex,report_v2/article/article.tex,64,scientific prose/table/caption,2,"{""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}","The same saved folds are used to select and report the feature-family winners. This limits confirmatory interpretation, especially for small differences. A per-regime best model also differs from a fixed-model robustness test: ratios across evaluation regimes are meaningful as model deterioration only when the same model is retained. Finally, negative test $R^2$ means error exceeds the test-set-mean reference under that score. In small, narrow-range groups, this score can be highly variable; it does not imply every prediction lacks useful rank information."
